File,UserId,Smell,ModelPrediction,UserAnnotation
efc20a8ad5985aac60351c5818e2efb2,2,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,4,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,5,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,5,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,5,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,6,ComplexMethod,false,true
efc20a8ad5985aac60351c5818e2efb2,6,LongMethod,true,false
efc20a8ad5985aac60351c5818e2efb2,9,ComplexMethod,false,true
5add76d2d62d2f2b36c607d4aa0be119,14,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,13,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,13,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,14,LongMethod,false,true
2cf4e744dbc23248291eb9ab55c12c8f,14,LongMethod,false,true
31b8fa74210a9e1e9207d40ab2ed2d8e,13,LongMethod,true,false
31b8fa74210a9e1e9207d40ab2ed2d8e,13,LongMethod,true,true
31b8fa74210a9e1e9207d40ab2ed2d8e,14,LongMethod,true,false
31b8fa74210a9e1e9207d40ab2ed2d8e,14,LongMethod,true,true
9059c2b077b0beecc1c11a1a5288fb52,11,LongMethod,true,false
9059c2b077b0beecc1c11a1a5288fb52,1,LongMethod,true,false
9059c2b077b0beecc1c11a1a5288fb52,3,LongMethod,true,false
9059c2b077b0beecc1c11a1a5288fb52,6,LongMethod,true,true
9059c2b077b0beecc1c11a1a5288fb52,9,LongMethod,true,false
c117191a49174507338363a6a628b181,7,MultiFaceted,false,true
9f94966d5719e28fffb8e57591b42fff,11,ComplexMethod,true,false
9f94966d5719e28fffb8e57591b42fff,12,LongMethod,false,true
9f94966d5719e28fffb8e57591b42fff,12,LongMethod,false,true
9f94966d5719e28fffb8e57591b42fff,1,ComplexMethod,true,true
9f94966d5719e28fffb8e57591b42fff,2,ComplexMethod,true,false
9f94966d5719e28fffb8e57591b42fff,5,LongMethod,false,true
9f94966d5719e28fffb8e57591b42fff,5,LongMethod,false,true
9f94966d5719e28fffb8e57591b42fff,6,ComplexMethod,true,true
9f94966d5719e28fffb8e57591b42fff,6,ComplexMethod,true,true
9f94966d5719e28fffb8e57591b42fff,8,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,10,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,10,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,11,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,11,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,14,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,14,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,1,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,1,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,3,ComplexMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,3,LongMethod,true,false
e2b2689aab29ce64c188bfdb8f3486e7,6,ComplexMethod,true,true
e2b2689aab29ce64c188bfdb8f3486e7,6,LongMethod,true,true
178fd19250b1d1e55f7e614578d7f8db,13,ComplexMethod,true,true
178fd19250b1d1e55f7e614578d7f8db,14,ComplexMethod,true,true
62c7397367919221f68a574609b8a0b3,7,MultiFaceted,false,true
852d0fb9c842e759dcb678427e85ea94,6,LongMethod,true,false
852d0fb9c842e759dcb678427e85ea94,8,ComplexMethod,false,true
64f1f80b7baec66f0ea454f74e33af14,13,MultiFaceted,false,true
64f1f80b7baec66f0ea454f74e33af14,13,MultiFaceted,true,true
64f1f80b7baec66f0ea454f74e33af14,14,MultiFaceted,false,true
64f1f80b7baec66f0ea454f74e33af14,1,MultiFaceted,false,true
64f1f80b7baec66f0ea454f74e33af14,7,LongMethod,false,true
1a5b250e684dbe70c8795ff6afb13fdb,10,ComplexMethod,false,true
1a5b250e684dbe70c8795ff6afb13fdb,10,LongMethod,true,false
1a5b250e684dbe70c8795ff6afb13fdb,11,LongMethod,true,false
1a5b250e684dbe70c8795ff6afb13fdb,12,LongMethod,true,true
1a5b250e684dbe70c8795ff6afb13fdb,1,ComplexMethod,false,true
1a5b250e684dbe70c8795ff6afb13fdb,1,LongMethod,true,false
1a5b250e684dbe70c8795ff6afb13fdb,4,LongMethod,true,false
1a5b250e684dbe70c8795ff6afb13fdb,5,LongMethod,true,true
1a5b250e684dbe70c8795ff6afb13fdb,6,LongMethod,true,true
1a5b250e684dbe70c8795ff6afb13fdb,7,MultiFaceted,false,true
2e431182da5c6bab80d265d34cdb832b,11,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,11,LongMethod,true,false
2e431182da5c6bab80d265d34cdb832b,14,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,14,LongMethod,true,false
2e431182da5c6bab80d265d34cdb832b,1,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,1,LongMethod,true,false
2e431182da5c6bab80d265d34cdb832b,2,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,2,LongMethod,true,false
2e431182da5c6bab80d265d34cdb832b,4,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,6,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,6,LongMethod,true,false
2e431182da5c6bab80d265d34cdb832b,9,ComplexMethod,true,false
2e431182da5c6bab80d265d34cdb832b,9,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,11,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,11,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,14,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,14,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,1,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,1,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,3,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,3,LongMethod,true,false
db12dbc04e8d5d54912be506d1296e64,6,ComplexMethod,true,true
db12dbc04e8d5d54912be506d1296e64,6,LongMethod,true,true
db12dbc04e8d5d54912be506d1296e64,9,ComplexMethod,true,false
db12dbc04e8d5d54912be506d1296e64,9,LongMethod,true,false
e06bab8558904bb18265d665a5aa9ba6,13,LongMethod,true,false
e06bab8558904bb18265d665a5aa9ba6,3,LongMethod,true,false
25351509ad8cad6d943d4bda9466c393,11,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,12,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,13,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,14,LongMethod,true,true
25351509ad8cad6d943d4bda9466c393,1,LongMethod,true,false
25351509ad8cad6d943d4bda9466c393,1,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,2,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,4,LongMethod,true,true
25351509ad8cad6d943d4bda9466c393,5,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,6,ComplexMethod,false,true
25351509ad8cad6d943d4bda9466c393,6,LongMethod,true,true
25351509ad8cad6d943d4bda9466c393,9,LongMethod,true,false
25351509ad8cad6d943d4bda9466c393,9,ComplexMethod,false,true
